track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,artist_name,popularity,album_name,album_type,release_date,track_url
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,2022,12,9,1634,0,110073250.0,16,20,4,0,0,125,F#,Major,62,59,43,84,3,11,5,SZA,73.0,SOS,album,2022-12-09,https://open.spotify.com/track/4h5x3XHLVYFJaItKuO2rhy
Special,SZA,1,2022,12,9,906,0,88092256.0,6,21,3,0,0,76,n/a,Major,60,19,20,78,0,11,5,,,,,,
Merry Christmas Everyone,Shakin' Stevens,1,1984,1,1,1087,0,351636786.0,90,35,5,0,0,101,C#,Minor,72,91,87,14,0,13,3,Shakin' Stevens,63.0,Merry Christmas Everyone,album,1991-11-25,https://open.spotify.com/track/2TE4xW3ImvpltVU0cPcKUn
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0,473248298.0,126,108,406,0,0,143,D,Major,60,86,32,88,0,34,6,Dean Martin,68.0,A Winter Romance,album,1959-01-01,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg
SOS,SZA,1,2022,12,9,827,0,73981293.0,6,18,1,0,0,119,G,Minor,51,51,66,67,0,9,23,Kevin,65.0,SOS,single,2024-12-05,https://open.spotify.com/track/2usgKLp2V6HTqOXh9rlETr
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,2022,12,8,1420,4,155653938.0,13,87,17,0,46,78,A,Major,67,22,59,76,1,15,16,SZA,84.0,SOS,album,2022-12-08,https://open.spotify.com/track/6koKhrBBcExADvWuOgceNZ
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,11940,0,395591396.0,73,79,123,0,0,96,A,Major,23,19,25,91,0,40,3,,,,,,
Driving Home for Christmas - 2019 Remaster,Chris Rea,1,1986,1,1,888,0,429504768.0,50,0,6,0,0,180,A,Major,51,87,58,36,0,18,4,Chris Rea,57.0,"Dancing with Strangers (Deluxe Edition, 2019 Remaster)",album,1987-08-02,https://open.spotify.com/track/27qAMKrDdKEs8HDXcvR24R
Christmas (Baby Please Come Home),Darlene Love,1,1963,11,22,9122,0,242767149.0,121,58,212,0,0,126,D#,Major,34,35,76,39,0,8,5,Mariah Carey,60.0,Merry Christmas,album,1994-10-28,https://open.spotify.com/track/3PIDciSFdrQxSQSihim3hN
Gone Girl,SZA,1,2022,12,9,892,0,65362788.0,3,17,2,0,0,150,F,Major,43,42,44,57,0,15,6,SZA,65.0,SOS,album,2022-12-09,https://open.spotify.com/track/2Sjx8DWZO5zaTyTAmgo2gY
F2F,SZA,1,2022,12,9,989,0,67540165.0,5,9,1,0,0,90,D,Major,53,47,74,9,0,34,4,SZA,72.0,SOS,album,2022-12-09,https://open.spotify.com/track/2e2AXpIiJpet5b4qg85Gh6
Notice Me,SZA,1,2022,12,9,819,0,62019074.0,14,22,0,0,0,160,F,Major,72,78,68,28,0,11,12,Migos,62.0,Culture II,album,2018-01-26,https://open.spotify.com/track/3OnOomd79OjqSYHchCQ6ht
Merry Christmas,"Ed Sheeran, Elton John",2,2017,11,10,2209,0,135723538.0,72,90,141,0,0,114,n/a,Major,59,60,94,24,0,10,4,,,,,,
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,6290,0,295998468.0,89,39,158,0,0,113,G,Major,73,72,32,77,0,15,5,Perry Como,63.0,Greatest Christmas Songs,album,1999-08-23,https://open.spotify.com/track/2pXpURmn6zC5ZYDMms6fwa
My Only Wish (This Year),Britney Spears,1,2000,11,7,6952,0,261116938.0,115,53,286,0,0,147,n/a,Major,67,69,72,17,0,19,3,Britney Spears,60.0,My Only Wish (This Year),single,2000-11-14,https://open.spotify.com/track/0YWUHZPJVg4iujddsJDwhM
Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,313,2,136689549.0,10,6,7,1,9,100,B,Minor,70,92,59,3,0,10,3,Mert Demir,63.0,Antidepresan,single,2022-11-04,https://open.spotify.com/track/4OH5Cd8ZOI1eSgJSC9PYmU
Wild Flower (with youjeen),RM,1,2022,12,2,353,2,135611421.0,2,74,14,0,2,155,G#,Major,49,42,77,3,0,12,9,RM,75.0,Indigo,album,2022-12-02,https://open.spotify.com/track/1AZjCZSGEjlxUufFQwSszF
I Hate U,SZA,1,2021,12,3,4094,0,356709897.0,66,96,43,0,0,107,G,Minor,54,41,39,51,0,11,16,SZA,70.0,SOS,album,2022-12-09,https://open.spotify.com/track/2aJnyNu4PQxQ2lyj5boiMG
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,880,0,110649992.0,3,7,10,0,0,112,G#,Major,80,15,54,9,0,38,5,Metro Boomin,71.0,HEROES & VILLAINS,album,2022-12-02,https://open.spotify.com/track/1pacwLXyRO47ka0v6LTIiY
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,573,0,301869854.0,1,0,18,0,24,166,C#,Major,70,57,57,9,20,11,7,ThxSoMch,79.0,SPIT IN MY FACE!,single,2022-12-20,https://open.spotify.com/track/1N8TTK1Uoy7UvQNUazfUt5
Deck The Hall - Remastered 1999,Nat King Cole,1,1959,1,1,3299,0,127027715.0,65,39,41,0,0,107,F#,Minor,69,96,36,81,0,8,4,Nat King Cole,33.0,The Christmas Song,album,2009-01-01,https://open.spotify.com/track/5WUx1mTgFVIPSIeWf1NXEl
Smoking on my Ex Pack,SZA,1,2022,12,9,811,0,57144458.0,6,11,3,0,0,81,G#,Major,47,33,68,24,0,22,38,SZA,62.0,SOS,album,2022-12-09,https://open.spotify.com/track/4jTs7ny5eSRnKTzxdrFv5I
Conceited,SZA,1,2022,12,9,899,0,56870689.0,2,14,2,0,0,150,C#,Major,79,77,46,5,0,11,7,Lola Young,74.0,This Wasn't Meant For You Anyway,album,2024-06-21,https://open.spotify.com/track/5ZdqVCiXrvMGpY8cux5g8t
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323437194.0,33,57,30,0,11,110,A,Major,66,19,32,69,0,12,4,Taylor Swift,68.0,Midnights,album,2022-10-21,https://open.spotify.com/track/1wtOxkiel43cVs0Yux5Q4h
Maroon,Taylor Swift,1,2022,10,21,2304,0,317726339.0,12,16,14,0,0,108,G,Major,64,4,40,6,0,10,6,,,,,,
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4,2022,9,28,1003,0,116144341.0,21,0,44,0,0,130,E,Minor,89,48,74,30,0,7,36,,,,,,
Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708.0,39,35,22,2,0,164,G,Major,70,39,56,6,0,9,7,Taylor Swift,74.0,Midnights,album,2022-10-21,https://open.spotify.com/track/3qoftcUZaUOncvIYjFSPdE
Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608228647.0,27,77,22,2,0,114,B,Minor,80,42,68,2,0,66,4,Bad Bunny,78.0,Un Verano Sin Ti,album,2022-05-06,https://open.spotify.com/track/41oY4WCTj5kccfesTVFnvN
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,180577478.0,108,56,30,0,0,93,F,Major,63,93,88,1,0,12,4,Gwen Stefani,60.0,You Make It Feel Like Christmas,album,2017-10-06,https://open.spotify.com/track/2OQ6a4CfUeYskpTTgyawyJ
Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,809306935.0,83,58,128,7,0,90,C#,Minor,87,51,69,36,0,9,8,Rauw Alejandro,78.0,VICE VERSA,album,2021-12-10,https://open.spotify.com/track/6mmPpaltUZK7xjNlBPQQ0p
Too Late,SZA,1,2022,12,8,714,0,49262961.0,0,9,2,0,0,128,B,Major,45,35,68,78,0,39,8,The Weeknd,65.0,After Hours,album,2020-03-20,https://open.spotify.com/track/2K9Ovn1o2bTGqbsABGC6m3
Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082.0,38,64,37,3,36,97,A,Major,83,47,80,2,0,24,9,,,,,,
Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,8612,0,245350949.0,120,30,52,0,1,152,G,Minor,69,94,71,79,0,7,8,Chuck Berry,0.0,Noël 2019,compilation,2019-12-13,https://open.spotify.com/track/6qgF7oiz11BBipygpNZT2m
Jingle Bells - Remastered 1999,Frank Sinatra,1,1957,1,1,4326,0,178660459.0,32,3,65,0,0,175,G#,Major,51,94,34,73,0,10,5,Frank Sinatra,59.0,A Jolly Christmas From Frank Sinatra,album,1957-09,https://open.spotify.com/track/4HEOgBHRCExyYVeTyrXsnL
Far,SZA,1,2022,12,9,680,0,51641685.0,2,15,1,0,0,116,D,Major,61,48,55,67,0,16,8,,,,,,
On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,398,0,78139948.0,2,2,6,0,2,80,F,Minor,33,51,59,76,0,44,6,Metro Boomin,63.0,HEROES & VILLAINS,album,2022-12-02,https://open.spotify.com/track/0YFqKxV9uNu6LUeYkLOKRS
GATï¿½ï¿½,"Maldy, Karol G",2,2022,8,25,3328,13,322336177.0,39,50,57,3,1,93,B,Minor,63,34,86,26,0,21,39,,,,,,
ýýýabcdefu,Gayle,1,2021,8,13,7215,0,1007612429.0,170,12,575,18,0,122,E,Major,70,42,54,30,0,37,5,,,,,,
Sacrifice,The Weeknd,1,2022,1,7,4440,0,326792833.0,81,77,133,0,0,122,G,Major,70,91,79,3,0,7,10,Elton John,76.0,Sleeping With The Past (Remastered with bonus tracks),album,1989-08-29,https://open.spotify.com/track/0e3yhVeNaTfKIWQRw9U9sY
Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368.0,13,89,34,0,3,135,A,Minor,70,60,58,4,0,16,3,The Weeknd,81.0,Dawn FM,album,2022-01-06,https://open.spotify.com/track/0mL82sxCRjrs3br407IdJh
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,349585590.0,65,7,70,16,6,109,F,Major,60,45,47,62,0,31,5,Lauren Spencer Smith,72.0,Mirror,album,2023-07-14,https://open.spotify.com/track/4wH7ZoqgETaACS9BlUkvuY
Out of Time,The Weeknd,1,2022,1,7,3711,0,339659802.0,49,88,62,0,0,93,n/a,Minor,65,82,74,27,0,32,5,The Weeknd,76.0,Dawn FM,album,2022-01-06,https://open.spotify.com/track/2SLwbpExuoBDZBpjfefCtV
Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403,0,674772936.0,183,63,465,0,11,125,B,Minor,85,64,81,2,5,7,9,ACRAZE,77.0,Do It To It,single,2021-08-20,https://open.spotify.com/track/20on25jryn53hWghthWWW3
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,2785,0,432719968.0,95,89,44,0,0,206,n/a,Minor,58,83,45,36,0,11,8,Carolina Gaitán,73.0,Encanto (Original Motion Picture Soundtrack),album,2021-11-19,https://open.spotify.com/track/52xJxFP6TqMuO4Yt0eOkMz
Pepas,Farruko,1,2021,6,24,14114,17,1309887447.0,252,109,965,20,0,130,G,Major,76,44,77,1,0,13,3,Farruko,78.0,Pepas,single,2021-06-24,https://open.spotify.com/track/5fwSHlTEWpluwOM0Sxnh5k
How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0,119238316.0,7,47,15,0,0,121,G,Minor,80,62,51,2,0,9,8,The Weeknd,65.0,Dawn FM,album,2022-01-06,https://open.spotify.com/track/2Ghp894n1laIf2w98VeAOJ
Gasoline,The Weeknd,1,2022,1,7,2297,0,116903579.0,11,29,14,0,0,123,F#,Minor,74,35,73,0,0,21,5,Halsey,72.0,BADLANDS (Deluxe),album,2015-08-28,https://open.spotify.com/track/2IO7yf562c1zLzpanal1DT
Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992.0,24,0,396,0,0,122,B,Minor,67,50,67,15,0,30,4,,,,,,
Less Than Zero,The Weeknd,1,2022,1,7,2800,0,200660871.0,18,77,61,0,1,143,n/a,Major,53,50,79,0,0,8,3,The Weeknd,73.0,Dawn FM,album,2022-01-06,https://open.spotify.com/track/2D4dV2KXDTszzJ3p3cFqhA
Take My Breath,The Weeknd,1,2021,8,6,2597,0,130655803.0,17,80,38,0,0,121,A#,Minor,70,35,77,1,0,26,4,,,,,,
good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,1887039593.0,259,55,461,1,0,166,F#,Minor,56,68,66,28,0,11,18,Olivia Rodrigo,83.0,SOUR,album,2021-05-21,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,1420,0,88103848.0,7,18,7,0,0,135,C#,Major,41,27,64,36,0,60,3,,,,,,
Best Friends,The Weeknd,1,2022,1,7,1292,0,101114984.0,3,18,14,0,0,87,E,Minor,49,49,59,44,0,35,21,,,,,,
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011.0,382,65,497,0,12,111,G#,Major,77,74,66,30,0,13,3,Doja Cat,84.0,Planet Her,album,2021-06-25,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,1178,0,91656026.0,9,10,9,0,0,110,D,Major,75,85,84,10,0,31,19,,,,,,
Need To Know,Doja Cat,1,2021,6,11,6672,0,1042568408.0,125,36,150,0,0,130,C#,Major,66,19,61,30,0,9,7,,,,,,
MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,12329,0,1735441776.0,275,19,738,0,0,179,G#,Minor,61,76,51,30,0,38,15,Lil Nas X,74.0,MONTERO,album,2021-09-17,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
love nwantiti (ah ah ah),Ckay,1,2019,7,26,5669,2,726837877.0,74,0,262,14,0,93,F,Minor,74,53,73,61,0,13,4,CKay,76.0,CKay The First,album,2019-08-30,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
Dawn FM,The Weeknd,1,2022,1,7,811,0,53933526.0,1,8,6,0,0,78,A,Minor,27,10,49,62,0,49,5,The Weeknd,56.0,Dawn FM,album,2022-01-06,https://open.spotify.com/track/6krYS8KtmNAYyb5uTZiYW4
Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0,267758538.0,38,48,20,0,0,180,D,Major,65,37,58,2,0,4,31,Jessica Darrow,69.0,Encanto (Original Motion Picture Soundtrack),album,2021-11-19,https://open.spotify.com/track/760jhRscwGbIIe1m1IIQpU
Starry Eyes,The Weeknd,1,2022,1,7,1014,0,74601456.0,1,17,11,0,0,86,A,Minor,28,13,41,50,0,19,3,Cigarettes After Sex,65.0,I.,single,2012-07-21,https://open.spotify.com/track/68Hj6boN4Yo2l7RZBnSpW0
THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,920797189.0,173,7,298,0,4,88,C#,Minor,74,55,85,1,0,5,22,Lil Nas X,75.0,MONTERO,album,2021-09-17,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771,0,539595276.0,68,18,75,0,1,97,C#,Major,68,72,78,4,0,7,5,Post Malone,69.0,One Right Now,single,2021-11-05,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
Beggin,Mï¿½ï¿½ne,1,2017,12,8,8559,0,1367810478.0,183,64,964,9,75,134,B,Minor,71,59,80,13,0,36,5,,,,,,
Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,3221,2,578207856.0,67,13,139,0,40,116,D,Major,75,36,76,12,0,10,10,zzoilo,76.0,Mon Amour (Remix),single,2021-08-18,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26,775542072.0,61,65,53,6,0,170,E,Minor,64,14,70,9,0,9,8,Tainy,71.0,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),single,2021-10-05,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,0,140,C#,Minor,83,40,55,16,0,14,23,LISA,73.0,LALISA,single,2021-09-10,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
The Motto,"Tiï¿½ï¿½sto, Ava",2,2021,11,4,9151,6,656013912.0,240,107,268,0,5,118,G,Minor,75,46,76,3,0,9,4,Tiësto,74.0,The Motto,single,2021-11-04,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
Happier Than Ever,Billie Eilish,1,2021,7,30,8476,0,1056760045.0,138,133,283,0,0,65,n/a,Major,31,31,24,76,0,14,4,Billie Eilish,84.0,Happier Than Ever,album,2021-07-30,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
Happier Than Ever,Billie Eilish,1,2021,7,30,8476,0,1056760045.0,138,133,283,0,0,65,n/a,Major,31,31,24,76,0,14,4,Billie Eilish,84.0,Happier Than Ever,album,2021-07-30,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,2021,10,22,7495,17,611994237.0,114,172,284,2,0,120,n/a,Minor,56,16,67,0,0,11,4,Swedish House Mafia,81.0,Paradise Again,album,2022-04-15,https://open.spotify.com/track/0VO8gYVDSwM1Qdd2GsMoYK
traitor,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,5257,6,1230855859.0,85,43,134,0,0,176,D#,Major,29,12,33,68,0,12,5,Olivia Rodrigo,86.0,SOUR,album,2021-05-21,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
Toxic,BoyWithUke,1,2021,9,10,1795,0,582981380.0,34,23,118,0,0,180,G#,Minor,59,69,61,84,0,46,36,Britney Spears,84.0,In The Zone,album,2003-11-13,https://open.spotify.com/track/6I9VzXrHxO9rA9A5euc8Ak
drivers license,Olivia Rodrigo,1,2021,1,8,12685,3,1858144199.0,185,61,485,0,0,144,A#,Major,59,21,43,76,0,10,7,Olivia Rodrigo,85.0,SOUR,album,2021-05-21,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",3,2021,11,30,648,1,240684449.0,14,3,81,0,0,133,F#,Minor,82,52,61,38,0,14,27,,,,,,
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2021,11,12,4635,5,583687007.0,50,49,30,1,2,93,n/a,Major,63,21,52,28,0,9,3,Taylor Swift,80.0,Red (Taylor's Version),album,2021-11-12,https://open.spotify.com/track/5enxwA8aAbwZbf5qCHORXi
Donï¿½ï¿½ï¿½t Break My,The Weeknd,1,2022,1,7,1184,0,63803529.0,1,5,6,0,0,122,A#,Major,77,25,62,34,0,23,3,,,,,,
Oh My God,Adele,1,2021,11,19,4431,0,466214729.0,105,7,199,0,0,88,C#,Major,53,55,73,9,0,3,5,Adele,73.0,30,album,2021-11-19,https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3,236940480.0,32,0,12,0,0,170,F,Minor,70,61,44,40,0,37,4,Tiago PZK,70.0,Entre Nosotros (Remix) [con Nicki Nicole],single,2022-01-05,https://open.spotify.com/track/4TGwERXRlyQtBdggYTHo6j
A Tale By Quincy,The Weeknd,1,2022,1,7,733,0,41924466.0,0,2,2,0,0,94,F,Minor,46,55,50,71,0,10,11,The Weeknd,54.0,Dawn FM,album,2022-01-06,https://open.spotify.com/track/759ndr57jb0URg4j9YSWml
I AM WOMAN,Emmy Meli,1,2021,11,18,2795,0,225259194.0,45,0,107,0,0,170,A#,Major,65,46,47,12,0,13,16,Emmy Meli,69.0,I AM WOMAN,single,2021-11-19,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3,2021,10,27,2780,2,393230256.0,54,21,57,1,0,90,E,Minor,79,79,70,57,0,66,8,Blessd,71.0,Hecho En Medellín,album,2021-10-27,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
It'll Be Okay,Shawn Mendes,1,2021,12,1,1950,0,287201015.0,56,8,104,0,10,78,G,Major,40,7,29,62,0,9,3,Shawn Mendes,71.0,It'll Be Okay,single,2021-12-01,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD
Softcore,The Neighbourhood,1,2018,3,9,3947,12,599770206.0,33,102,93,0,30,94,D,Major,57,36,58,5,0,15,3,The Neighbourhood,86.0,Hard To Imagine The Neighbourhood Ever Changing,album,2018-11-02,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha
Super Gremlin,Kodak Black,1,2021,10,30,2551,0,342779426.0,52,15,35,0,1,73,D,Major,83,11,41,0,0,36,14,Kodak Black,70.0,Back For Everything,album,2022-02-25,https://open.spotify.com/track/1Y5Jvi3eLi4Chwqch9GMem
Volvï¿,"Aventura, Bad Bunny",2,2021,8,3,5375,10,673801126.0,138,24,133,0,1,176,C#,Major,73,79,86,42,0,7,18,,,,,,
Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,8,1168642797.0,188,75,268,6,16,128,D#,Minor,81,57,63,40,1,10,4,Rauw Alejandro,80.0,VICE VERSA,album,2021-12-10,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,2019,8,30,2696,0,540539717.0,42,2,57,0,0,120,G#,Major,58,44,60,44,9,5,6,,,,,,
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,383550148.0,63,40,76,0,0,82,D,Major,63,85,62,6,0,35,4,Bruno Mars,72.0,An Evening With Silk Sonic,album,2021-11-11,https://open.spotify.com/track/3xVZYkcuWalGudeKl861wb
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,530511203.0,47,14,90,0,1,95,D,Major,77,40,47,2,0,9,3,THE ANXIETY,74.0,THE ANXIETY,album,2020-03-13,https://open.spotify.com/track/07MDkzWARZaLEdKxo6yArG
Every Angel is Terrifying,The Weeknd,1,2022,1,7,715,0,37307967.0,0,1,2,0,0,118,n/a,Major,44,52,94,11,0,4,29,The Weeknd,53.0,Dawn FM,album,2022-01-06,https://open.spotify.com/track/3vJcz8exedHCjQ9ed95NqU
Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9,510876816.0,77,31,85,5,28,123,B,Minor,75,93,86,8,0,14,3,Sebastian Yatra,74.0,Dharma,album,2022-01-28,https://open.spotify.com/track/6ylDpki1VpIsc525KC1ojF
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,14140,0,1445941661.0,231,52,612,6,0,90,n/a,Major,63,49,68,38,0,42,18,Justin Bieber,80.0,Justice,album,2021-03-19,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,1763363713.0,189,166,525,9,25,110,E,Minor,73,14,57,40,0,11,5,,,,,,
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,1678,12,374191487.0,20,4,15,1,3,96,C#,Minor,66,76,82,47,0,10,32,Bizarrap,70.0,"Tiago PZK: Bzrp Music Sessions, Vol. 48",single,2021-12-29,https://open.spotify.com/track/6VAS7m73rDopQe7BdrFMpD
Lï¿½ï¿½ï¿,Stromae,1,2022,1,9,2035,0,108809090.0,41,122,394,0,2,88,D,Minor,56,58,55,35,0,23,11,,,,,,
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,2780,2,436695353.0,86,76,59,0,16,98,A,Minor,73,60,85,17,0,24,5,,,,,,
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,2021,9,24,4091,0,421040617.0,105,2,73,13,1,110,n/a,Minor,72,67,68,0,0,14,4,NEIKED,71.0,Better Days (NEIKED x Mae Muller x Polo G),single,2021-09-24,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH
Life Goes On,Oliver Tree,1,2020,7,17,2868,0,501541661.0,43,15,116,0,0,80,n/a,Major,70,57,49,19,0,12,8,Lil Baby,75.0,Harder Than Ever,album,2018-05-18,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643,0,354065229.0,69,3,70,0,3,110,C#,Minor,86,31,53,43,0,11,6,,,,,,
Butter,BTS,1,2021,5,21,4779,6,1143647827.0,180,135,223,0,5,110,G#,Major,79,70,36,0,0,6,11,BTS,67.0,"Butter (Hotter, Sweeter, Cooler)",single,2021-06-04,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,3517,0,311395144.0,54,28,43,0,0,78,C#,Minor,77,49,42,1,1,13,19,Gunna,70.0,DS4EVER,album,2022-01-13,https://open.spotify.com/track/3XOalgusokruzA5ZBA2Qcb
You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073,0,672656250.0,83,9,100,0,4,129,G#,Major,83,44,62,2,0,8,6,Doja Cat,77.0,Planet Her,album,2021-06-25,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
deja vu,Olivia Rodrigo,1,2021,4,1,7545,4,1256880657.0,117,39,141,0,46,181,A,Major,44,22,60,61,0,42,9,,,,,,
Dynamite,BTS,1,2020,8,21,8528,5,1692897992.0,239,163,583,0,0,114,F#,Minor,75,74,77,1,0,9,10,BTS,79.0,BE,album,2020-11-20,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
TO THE MOON,Jnr Choi,1,2021,11,5,2979,0,245095641.0,44,0,159,0,0,144,D,Major,74,39,65,5,1,11,35,,,,,,
Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,686734357.0,110,145,447,0,46,101,D,Major,66,18,68,9,0,12,4,,,,,,
Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,1057,0,261414174.0,17,5,21,0,0,84,D,Major,67,78,63,29,0,12,5,Tiago PZK,59.0,Salimo de Noche,single,2021-10-21,https://open.spotify.com/track/6P096SaOzrgGxs8NWOfX7M
Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,3272,19,610045621.0,101,34,70,1,2,154,F#,Major,66,63,69,21,0,11,7,Mora,76.0,Volando (Remix),single,2021-07-08,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,1115880852.0,237,123,569,0,10,148,F,Major,59,72,62,18,0,9,3,Bruno Mars,79.0,An Evening With Silk Sonic,album,2021-11-11,https://open.spotify.com/track/02VBYrHfVwfEWXk5DXyf0T
